payment_id,customer_id,staff_id,rental_id,amount,payment_date,last_update,rental_date,inventory_id,return_date,PaymentMethod,Rental_Duration
256,10,1,1995,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,1866,2005-06-26 00:00:00.000,"Credit Card",9
9976,369,1,294,4.99,2005-05-26 00:00:00.000,2006-02-15 00:00:00.000,2005-05-26 00:00:00.000,2751,2005-05-28 00:00:00.000,"Credit Card",2
12085,448,1,299,4.99,2005-05-26 00:00:00.000,2006-02-15 00:00:00.000,2005-05-26 00:00:00.000,4376,2005-05-28 00:00:00.000,"Credit Card",2
304,12,1,1084,4.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,4577,2005-06-01 00:00:00.000,"Credit Card",1
11599,430,1,364,4.99,2005-05-27 00:00:00.000,2006-02-15 00:00:00.000,2005-05-27 00:00:00.000,833,2005-05-31 00:00:00.000,"Credit Card",4
385,14,1,13780,4.99,2006-02-14 00:00:00.000,2006-02-15 00:00:00.000,2006-02-14 00:00:00.000,1775,2005-05-30 00:00:00.000,"Credit Card",-260
409,15,1,13541,4.99,2005-08-20 00:00:00.000,2006-02-15 00:00:00.000,2005-08-20 00:00:00.000,1363,2005-08-24 00:00:00.000,"Credit Card",4
415,15,1,15897,4.99,2005-08-23 00:00:00.000,2006-02-15 00:00:00.000,2005-08-23 00:00:00.000,1652,2005-08-30 00:00:00.000,"Credit Card",7
7210,267,1,436,4.99,2005-05-27 00:00:00.000,2006-02-15 00:00:00.000,2005-05-27 00:00:00.000,4317,2005-05-30 00:00:00.000,"Credit Card",3
481,18,1,8555,4.99,2005-07-29 00:00:00.000,2006-02-15 00:00:00.000,2005-07-29 00:00:00.000,2784,2005-07-30 00:00:00.000,"Credit Card",1
484,18,1,10682,4.99,2005-08-01 00:00:00.000,2006-02-15 00:00:00.000,2005-08-01 00:00:00.000,4557,2005-08-06 00:00:00.000,"Credit Card",5
4549,168,1,488,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,393,2005-06-03 00:00:00.000,"Credit Card",6
7792,288,1,503,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,3005,2005-05-28 00:00:00.000,"Credit Card",0
511,19,1,14101,4.99,2005-08-21 00:00:00.000,2006-02-15 00:00:00.000,2005-08-21 00:00:00.000,1892,2005-08-24 00:00:00.000,"Credit Card",3
520,20,1,3350,4.99,2005-06-21 00:00:00.000,2006-02-15 00:00:00.000,2005-06-21 00:00:00.000,3221,2005-06-28 00:00:00.000,"Credit Card",7
1513,55,1,555,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,4397,2005-05-30 00:00:00.000,"Credit Card",2
580,22,1,556,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,1814,2005-06-06 00:00:00.000,"Credit Card",9
577,21,1,14869,4.99,2005-08-22 00:00:00.000,2006-02-15 00:00:00.000,2005-08-22 00:00:00.000,455,2005-08-23 00:00:00.000,"Credit Card",1
586,22,1,7087,4.99,2005-07-27 00:00:00.000,2006-02-15 00:00:00.000,2005-07-27 00:00:00.000,1159,2005-08-02 00:00:00.000,"Credit Card",6
589,22,1,9580,4.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,532,2005-08-05 00:00:00.000,"Credit Card",5
598,22,1,15658,4.99,2005-08-23 00:00:00.000,2006-02-15 00:00:00.000,2005-08-23 00:00:00.000,3565,2005-08-25 00:00:00.000,"Credit Card",2
607,23,1,3055,4.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,1510,2005-06-27 00:00:00.000,"Credit Card",7
6700,248,1,618,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,4445,2005-06-01 00:00:00.000,"Credit Card",4
6442,239,1,621,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,1144,2005-05-30 00:00:00.000,"Credit Card",2
15232,569,1,624,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,3660,2005-06-06 00:00:00.000,"Credit Card",9
15637,584,1,626,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,452,2005-06-01 00:00:00.000,"Credit Card",4
4690,173,1,628,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,2513,2005-06-06 00:00:00.000,"Credit Card",9
6739,250,1,637,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,1581,2005-05-29 00:00:00.000,"Credit Card",1
1180,43,1,652,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,1201,2005-05-29 00:00:00.000,"Credit Card",1
658,25,1,1338,4.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,1206,2005-06-19 00:00:00.000,"Credit Card",4
1393,51,1,661,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,2247,2005-06-02 00:00:00.000,"Credit Card",5
682,25,1,14236,4.99,2005-08-21 00:00:00.000,2006-02-15 00:00:00.000,2005-08-21 00:00:00.000,172,2005-08-26 00:00:00.000,"Credit Card",5
4012,148,1,682,4.99,2005-05-28 00:00:00.000,2006-02-15 00:00:00.000,2005-05-28 00:00:00.000,3160,2005-05-29 00:00:00.000,"Credit Card",1
15766,589,1,737,4.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,769,2005-06-04 00:00:00.000,"Credit Card",6
739,27,1,9908,4.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,4408,2005-08-09 00:00:00.000,"Credit Card",9
14710,548,1,743,4.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,2528,2005-06-06 00:00:00.000,"Credit Card",8
15073,563,1,758,4.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,1191,2005-06-01 00:00:00.000,"Credit Card",3
1357,50,1,763,4.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,2022,2005-05-31 00:00:00.000,"Credit Card",2
805,29,1,12488,4.99,2005-08-18 00:00:00.000,2006-02-15 00:00:00.000,2005-08-18 00:00:00.000,3323,2005-08-19 00:00:00.000,"Credit Card",1
11719,435,1,806,4.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,2386,2005-05-31 00:00:00.000,"Credit Card",2
9337,346,1,810,4.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,2533,2005-06-04 00:00:00.000,"Credit Card",6
814,29,1,14703,4.99,2005-08-21 00:00:00.000,2006-02-15 00:00:00.000,2005-08-21 00:00:00.000,4329,2005-08-22 00:00:00.000,"Credit Card",1
11887,441,1,823,4.99,2005-05-29 00:00:00.000,2006-02-15 00:00:00.000,2005-05-29 00:00:00.000,3249,2005-05-30 00:00:00.000,"Credit Card",1
835,30,1,8083,4.99,2005-07-28 00:00:00.000,2006-02-15 00:00:00.000,2005-07-28 00:00:00.000,2187,2005-08-04 00:00:00.000,"Credit Card",7
13579,504,1,838,4.99,2005-05-30 00:00:00.000,2006-02-15 00:00:00.000,2005-05-30 00:00:00.000,2859,2005-06-06 00:00:00.000,"Credit Card",7
850,30,1,15544,4.99,2005-08-23 00:00:00.000,2006-02-15 00:00:00.000,2005-08-23 00:00:00.000,1918,2005-09-01 00:00:00.000,"Credit Card",9
10249,379,1,863,4.99,2005-05-30 00:00:00.000,2006-02-15 00:00:00.000,2005-05-30 00:00:00.000,3999,2005-06-05 00:00:00.000,"Credit Card",6
919,33,1,10870,4.99,2005-08-02 00:00:00.000,2006-02-15 00:00:00.000,2005-08-02 00:00:00.000,1509,2005-08-02 00:00:00.000,"Credit Card",0
928,34,1,1900,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,1425,2005-06-21 00:00:00.000,"Credit Card",4
1687,62,1,947,4.99,2005-05-30 00:00:00.000,2006-02-15 00:00:00.000,2005-05-30 00:00:00.000,4478,2005-06-04 00:00:00.000,"Credit Card",5
15736,588,1,961,4.99,2005-05-30 00:00:00.000,2006-02-15 00:00:00.000,2005-05-30 00:00:00.000,3293,2005-06-04 00:00:00.000,"Credit Card",5
970,35,1,6572,4.99,2005-07-12 00:00:00.000,2006-02-15 00:00:00.000,2005-07-12 00:00:00.000,3121,2005-07-16 00:00:00.000,"Credit Card",4
979,35,1,12055,4.99,2005-08-17 00:00:00.000,2006-02-15 00:00:00.000,2005-08-17 00:00:00.000,1481,2005-08-18 00:00:00.000,"Credit Card",1
997,36,1,8952,4.99,2005-07-30 00:00:00.000,2006-02-15 00:00:00.000,2005-07-30 00:00:00.000,4397,2005-08-02 00:00:00.000,"Credit Card",3
1360,50,1,1029,4.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,2082,2005-06-06 00:00:00.000,"Credit Card",6
4864,179,1,1046,4.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,468,2005-06-03 00:00:00.000,"Credit Card",3
6658,246,1,1051,4.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,1025,2005-06-03 00:00:00.000,"Credit Card",3
4237,156,1,1052,4.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,2157,2005-06-05 00:00:00.000,"Credit Card",5
3121,116,1,1058,4.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,40,2005-06-03 00:00:00.000,"Credit Card",3
1060,38,1,11817,4.99,2005-08-17 00:00:00.000,2006-02-15 00:00:00.000,2005-08-17 00:00:00.000,2297,2005-08-19 00:00:00.000,"Credit Card",2
1063,38,1,14554,4.99,2005-08-21 00:00:00.000,2006-02-15 00:00:00.000,2005-08-21 00:00:00.000,31,2005-08-26 00:00:00.000,"Credit Card",5
14554,541,1,1066,4.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,2383,2005-06-09 00:00:00.000,"Credit Card",9
1069,39,1,1905,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,1043,2005-06-24 00:00:00.000,"Credit Card",7
1072,39,1,2631,4.99,2005-06-19 00:00:00.000,2006-02-15 00:00:00.000,2005-06-19 00:00:00.000,3471,2005-06-26 00:00:00.000,"Credit Card",7
1078,39,1,5451,4.99,2005-07-09 00:00:00.000,2006-02-15 00:00:00.000,2005-07-09 00:00:00.000,3484,2005-07-11 00:00:00.000,"Credit Card",2
6187,230,1,1078,4.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,3682,2005-06-03 00:00:00.000,"Credit Card",3
2938,109,1,1106,4.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,4185,2005-06-01 00:00:00.000,"Credit Card",1
15562,581,1,1151,4.99,2005-05-31 00:00:00.000,2006-02-15 00:00:00.000,2005-05-31 00:00:00.000,1281,2005-06-03 00:00:00.000,"Credit Card",3
1153,42,1,2302,4.99,2005-06-18 00:00:00.000,2006-02-15 00:00:00.000,2005-06-18 00:00:00.000,1852,2005-06-22 00:00:00.000,"Credit Card",4
1426,52,1,1196,4.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,994,2005-06-18 00:00:00.000,"Credit Card",3
5497,203,1,1217,4.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,600,2005-06-18 00:00:00.000,"Credit Card",3
1267,46,1,3916,4.99,2005-07-06 00:00:00.000,2006-02-15 00:00:00.000,2005-07-06 00:00:00.000,3198,2005-07-12 00:00:00.000,"Credit Card",6
14992,560,1,1271,4.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,379,2005-06-21 00:00:00.000,"Credit Card",6
8827,327,1,1294,4.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,339,2005-06-19 00:00:00.000,"Credit Card",4
2470,91,1,1299,4.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,1584,2005-06-21 00:00:00.000,"Credit Card",6
8557,316,1,1317,4.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,3696,2005-06-24 00:00:00.000,"Credit Card",9
5221,193,1,1325,4.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,52,2005-06-20 00:00:00.000,"Credit Card",5
7306,270,1,1345,4.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,1041,2005-06-24 00:00:00.000,"Credit Card",9
1363,50,1,1785,4.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,3413,2005-06-24 00:00:00.000,"Credit Card",8
1378,50,1,9615,4.99,2005-07-31 00:00:00.000,2006-02-15 00:00:00.000,2005-07-31 00:00:00.000,3370,2005-08-02 00:00:00.000,"Credit Card",2
6538,242,1,1384,4.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,4242,2005-06-18 00:00:00.000,"Credit Card",3
1405,51,1,8495,4.99,2005-07-29 00:00:00.000,2006-02-15 00:00:00.000,2005-07-29 00:00:00.000,344,2005-08-06 00:00:00.000,"Credit Card",8
1423,51,1,14617,4.99,2005-08-21 00:00:00.000,2006-02-15 00:00:00.000,2005-08-21 00:00:00.000,3562,2005-08-24 00:00:00.000,"Credit Card",3
1438,52,1,8686,4.99,2005-07-29 00:00:00.000,2006-02-15 00:00:00.000,2005-07-29 00:00:00.000,4160,2005-08-01 00:00:00.000,"Credit Card",3
1453,52,1,12001,4.99,2006-02-14 00:00:00.000,2006-02-15 00:00:00.000,2006-02-14 00:00:00.000,4158,2005-06-16 00:00:00.000,"Credit Card",-243
9316,345,1,1457,4.99,2005-06-15 00:00:00.000,2006-02-15 00:00:00.000,2005-06-15 00:00:00.000,730,2005-06-19 00:00:00.000,"Credit Card",4
1480,53,1,14671,4.99,2005-08-21 00:00:00.000,2006-02-15 00:00:00.000,2005-08-21 00:00:00.000,2622,2005-08-22 00:00:00.000,"Credit Card",1
1501,54,1,10956,4.99,2005-08-02 00:00:00.000,2006-02-15 00:00:00.000,2005-08-02 00:00:00.000,4372,2005-08-09 00:00:00.000,"Credit Card",7
1510,54,1,14215,4.99,2005-08-21 00:00:00.000,2006-02-15 00:00:00.000,2005-08-21 00:00:00.000,35,2005-08-27 00:00:00.000,"Credit Card",6
1519,55,1,2976,4.99,2005-06-20 00:00:00.000,2006-02-15 00:00:00.000,2005-06-20 00:00:00.000,4210,2005-06-21 00:00:00.000,"Credit Card",1
1534,55,1,15296,4.99,2005-08-22 00:00:00.000,2006-02-15 00:00:00.000,2005-08-22 00:00:00.000,2715,2005-08-24 00:00:00.000,"Credit Card",2
3781,140,1,1586,4.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,769,2005-06-21 00:00:00.000,"Credit Card",5
14374,534,1,1610,4.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,3551,2005-06-19 00:00:00.000,"Credit Card",3
1618,58,1,14989,4.99,2005-08-22 00:00:00.000,2006-02-15 00:00:00.000,2005-08-22 00:00:00.000,1431,2005-08-26 00:00:00.000,"Credit Card",4
8437,311,1,1622,4.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,1774,2005-06-21 00:00:00.000,"Credit Card",5
1627,59,1,4384,4.99,2005-07-07 00:00:00.000,2006-02-15 00:00:00.000,2005-07-07 00:00:00.000,1178,2005-07-16 00:00:00.000,"Credit Card",9
1633,59,1,7991,4.99,2005-07-28 00:00:00.000,2006-02-15 00:00:00.000,2005-07-28 00:00:00.000,1133,2005-07-29 00:00:00.000,"Credit Card",1
14308,532,1,1694,4.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,147,2005-06-20 00:00:00.000,"Credit Card",4
1711,63,1,4587,4.99,2005-07-08 00:00:00.000,2006-02-15 00:00:00.000,2005-07-08 00:00:00.000,3502,2005-07-13 00:00:00.000,"Credit Card",5
15292,571,1,1756,4.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,1401,2005-06-21 00:00:00.000,"Credit Card",5
1771,65,1,3535,4.99,2005-07-06 00:00:00.000,2006-02-15 00:00:00.000,2005-07-06 00:00:00.000,4214,2005-07-11 00:00:00.000,"Credit Card",5
9514,352,1,1780,4.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,146,2005-06-19 00:00:00.000,"Credit Card",3
1792,66,1,2106,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,643,2005-06-23 00:00:00.000,"Credit Card",6
15904,594,1,1816,4.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,2861,2005-06-18 00:00:00.000,"Credit Card",2
1828,67,1,3359,4.99,2005-06-21 00:00:00.000,2006-02-15 00:00:00.000,2005-06-21 00:00:00.000,3825,2005-06-25 00:00:00.000,"Credit Card",4
3001,112,1,1835,4.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,1482,2005-06-19 00:00:00.000,"Credit Card",3
8383,309,1,1837,4.99,2005-06-16 00:00:00.000,2006-02-15 00:00:00.000,2005-06-16 00:00:00.000,1259,2005-06-21 00:00:00.000,"Credit Card",5
1855,68,1,6512,4.99,2005-07-12 00:00:00.000,2006-02-15 00:00:00.000,2005-07-12 00:00:00.000,1703,2005-07-13 00:00:00.000,"Credit Card",1
2665,99,1,1858,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,3200,2005-06-18 00:00:00.000,"Credit Card",1
1870,69,1,3358,4.99,2005-06-21 00:00:00.000,2006-02-15 00:00:00.000,2005-06-21 00:00:00.000,1772,2005-06-26 00:00:00.000,"Credit Card",5
1903,70,1,12003,4.99,2005-08-17 00:00:00.000,2006-02-15 00:00:00.000,2005-08-17 00:00:00.000,3868,2005-08-18 00:00:00.000,"Credit Card",1
2023,75,1,1920,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,2199,2005-06-24 00:00:00.000,"Credit Card",7
1924,71,1,7550,4.99,2005-07-27 00:00:00.000,2006-02-15 00:00:00.000,2005-07-27 00:00:00.000,4488,2005-07-28 00:00:00.000,"Credit Card",1
1933,71,1,12417,4.99,2005-08-18 00:00:00.000,2006-02-15 00:00:00.000,2005-08-18 00:00:00.000,3500,2005-08-19 00:00:00.000,"Credit Card",1
10531,389,1,1946,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,2335,2005-06-25 00:00:00.000,"Credit Card",8
1948,72,1,5840,4.99,2005-07-10 00:00:00.000,2006-02-15 00:00:00.000,2005-07-10 00:00:00.000,1073,2005-07-15 00:00:00.000,"Credit Card",5
1975,73,1,4789,4.99,2005-07-08 00:00:00.000,2006-02-15 00:00:00.000,2005-07-08 00:00:00.000,20,2005-07-15 00:00:00.000,"Credit Card",7
1981,73,1,8377,4.99,2005-07-29 00:00:00.000,2006-02-15 00:00:00.000,2005-07-29 00:00:00.000,270,2005-07-30 00:00:00.000,"Credit Card",1
9862,365,1,1983,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,1955,2005-06-24 00:00:00.000,"Credit Card",7
1990,73,1,13886,4.99,2005-08-20 00:00:00.000,2006-02-15 00:00:00.000,2005-08-20 00:00:00.000,2248,2005-08-26 00:00:00.000,"Credit Card",6
6298,234,1,2005,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,4177,2005-06-19 00:00:00.000,"Credit Card",2
13060,484,1,2015,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,3776,2005-06-18 00:00:00.000,"Credit Card",1
13117,486,1,2036,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,100,2005-06-18 00:00:00.000,"Credit Card",1
2050,75,1,10871,4.99,2005-08-02 00:00:00.000,2006-02-15 00:00:00.000,2005-08-02 00:00:00.000,104,2005-08-05 00:00:00.000,"Credit Card",3
5182,191,1,2051,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,2366,2005-06-19 00:00:00.000,"Credit Card",2
2056,75,1,12426,4.99,2005-08-18 00:00:00.000,2006-02-15 00:00:00.000,2005-08-18 00:00:00.000,799,2005-08-22 00:00:00.000,"Credit Card",4
12544,465,1,2079,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,3853,2005-06-18 00:00:00.000,"Credit Card",1
2116,78,1,3593,4.99,2005-07-06 00:00:00.000,2006-02-15 00:00:00.000,2005-07-06 00:00:00.000,619,2005-07-11 00:00:00.000,"Credit Card",5
15565,581,1,2137,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,1158,2005-06-20 00:00:00.000,"Credit Card",3
2329,86,1,2141,4.99,2005-06-17 00:00:00.000,2006-02-15 00:00:00.000,2005-06-17 00:00:00.000,2176,2005-06-19 00:00:00.000,"Credit Card",2
2152,79,1,4530,4.99,2005-07-08 00:00:00.000,2006-02-15 00:00:00.000,2005-07-08 00:00:00.000,3775,2005-07-11 00:00:00.000,"Credit Card",3
2188,80,1,13352,4.99,2005-08-19 00:00:00.000,2006-02-15 00:00:00.000,2005-08-19 00:00:00.000,2689,2005-08-24 00:00:00.000,"Credit Card",5
12310,456,1,2192,4.99,2005-06-18 00:00:00.000,2006-02-15 00:00:00.000,2005-06-18 00:00:00.000,1886,2005-06-23 00:00:00.000,"Credit Card",5
3559,132,1,2208,4.99,2005-06-18 00:00:00.000,2006-02-15 00:00:00.000,2005-06-18 00:00:00.000,2345,2005-06-23 00:00:00.000,"Credit Card",5
2215,81,1,15823,4.99,2005-08-23 00:00:00.000,2006-02-15 00:00:00.000,2005-08-23 00:00:00.000,3047,2005-08-24 00:00:00.000,"Credit Card",1
8656,320,1,2216,4.99,2005-06-18 00:00:00.000,2006-02-15 00:00:00.000,2005-06-18 00:00:00.000,1428,2005-06-19 00:00:00.000,"Credit Card",1
